Postcode,City,Section,Buyertype,#N/A
3590,DIEPENBEEK,RR,Jongeren -18,
3600,GENK,J,Volwassene,
3600,GENK,Z7,Volwassene,
3960,Bree,I,Jongeren -18,
3740,BILZEN,T,Volwassene,
3740,EIGENBILZEN,L,Volwassene,
3690,ZUTENDAAL,L,Jongeren -18,
3960,BREE,S,Volwassene,
3600,GENK,NN,Jongeren -18,
3665,AS,OO,Volwassene,
3730,HOESELT,OO,Volwassene,
3520,ZONHOVEN,QQ,Volwassene,
3930,Hamont,GG,Volwassene,
3630,Meeswijk,UU,Volwassene,
3690,ZUTENDAAL,T,Volwassene,
3600,GENK,GG,Jongeren -18,
3960,BREE,B,Volwassene,
3960,BREE,B,Volwassene,
3990,PEER,B,Volwassene,
3990,Peer,B,Volwassene,
3500,Hasselt,RR,Volwassene,
3000,LEUVEN,M,Volwassene,
3910,Sint-huibrechts-lille,GG,Volwassene,
3910,Neerpelt,GG,Volwassene,
3660,Oudsbergen,LL,Jongeren -18,
3520,ZONHOVEN,T,Jongeren -21,
3520,ZONHOVEN,T,Jongeren -21,
3740,MUNSTERBILZEN,LL,Volwassene,
3200,AARSCHOT,II,Volwassene,
2290,Vorselaar,HH,Volwassene,
2290,Vorselaar,HH,Volwassene,
2360,OUD-TURNHOUT,II,Volwassene,
3630,Opgrimbie,Q1,Jongeren -21,
3670,Oudsbergen,R,Jongeren -21,
3582,Koersel,LL,Volwassene,
3980,Tessenderlo,D,Volwassene,
3511,KURINGEN,K,Volwassene,
3910,Pelt,S,Volwassene,
3945,Kwaadmechelen,S,Volwassene,
3740,Bilzen,R,Volwassene,
3700,Tongeren,LL,Minder validen,
3530,HOUTHALEN,E,Volwassene,
3660,Oudsbergen,KK,Volwassene,
3950,KAULILLE,MM,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,HH,Volwassene,
3960,BREE,HH,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3740,Bilzen,CL2,Volwassene,
3740,Bilzen,CL2,Volwassene,
3740,Bilzen,FF,Volwassene,
3721,Vliermaalroot,LL,Volwassene,
3500,Hasselt,L,Volwassene,
3740,BEVERST,S,Volwassene,
3700,TONGEREN,S,Volwassene,
1702,GROOT-BIJGAARDEN,II,Volwassene,
3600,Genk,RR,Volwassene,
3660,Oudsbergen,L,Kind (-12j),
3800,SINT-TRUIDEN,OO,NA  Jong. -18,
3320,Hoegaarden,JJ,Volwassene,
3660,Oudsbergen,B,Volwassene,
3530,HELCHTEREN,T,Volwassene,
3680,Opoeteren,S,Volwassene,
3620,LANAKEN,Z7,Volwassene,
3690,Zutendaal ,Z7,Volwassene,
3600,GENK,H,Volwassene,
3520,Zonhoven,TT,Volwassene,
3900,OVERPELT,BAOW,Minder validen,
3830,Wellen,EE,Jongeren -18,
3630,MECHELEN-AAN-DE-MAAS,O,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,O,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,O,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,O,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,O,Jongeren -18,
3630,MECHELEN-AAN-DE-MAAS,O,Jongeren -18,
3630,MECHELEN-AAN-DE-MAAS,O,Volwassene,
3600,Genk,HH,Volwassene,
3500,HASSELT,K,Jongeren -18,
3600,Genk,CL3,Volwassene,
3950,KAULILLE,RR,Volwassene,
3660,Oudsbergen,LL,Volwassene,
3500,Hasselt,Z1,Volwassene,
3590,Diepenbeek,QQ,Volwassene,
3590,DIEPENBEEK,QQ,Volwassene,
3590,DIEPENBEEK,QQ,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
3500,Hasselt,FF,Volwassene,
2200,NOORDERWIJK,H,Volwassene,
3500,HASSELT,T,Jongeren -21,
3500,HASSELT,T,Jongeren -21,
3600,GENK,TT,Volwassene,
3740,BILZEN,R,Jongeren -21,
3582,KOERSEL,DD,Volwassene,
3560,LUMMEN,MM,Volwassene,
3560,LUMMEN,MM,Jongeren -18,
3590,Diepenbeek,S,Volwassene,
3740,BILZEN,M,Volwassene,
3511,STOKROOIE,I,Volwassene,
3511,STOKROOIE,I,Jongeren -18,
3630,Eisden-Maasmechelen,R,Jongeren -21,
3590,DIEPENBEEK,EE,Volwassene,
3960,Bree,I,Volwassene,
3800,Sint-truiden,HH,Volwassene,
3600,GENK,EE,Volwassene,
3600,GENK,EE,Jongeren -18,
3650,DILSEN-STOKKEM,MM,Volwassene,
3650,DILSEN-STOKKEM,MM,Volwassene,
3650,DILSEN-STOKKEM,MM,Jongeren -18,
3400,Landen,S,Volwassene,
3530,HELCHTEREN,S,Volwassene,
3600,GENK,EE,Volwassene,
3730,HOESELT,OO,Jongeren -18,
3650,DILSEN-STOKKEM,CC,Jongeren -18,
3500,HASSELT,QQ,Jongeren -18,
3990,KLEINE-BROGEL,GG,Volwassene,
3650,ELEN,HH,Volwassene,
3740,BEVERST,LL,Volwassene,
3665,As,JJ,Volwassene,
3500,HASSELT,UU,Volwassene,
3740,Bilzen,BB,Volwassene,
3950,REPPEL,E,Jongeren -18,
3950,REPPEL,E,Volwassene,
3700,Tongeren,FF,Volwassene,
3960,Bree,DD,Minder validen,
3560,LUMMEN,K,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,F,Jongeren -18,
8870,IZEGEM,HH,Volwassene,
3500,HASSELT,Q1,Volwassene,
3500,HASSELT,Q1,Jongeren -21,
3500,Hasselt,TT,NA Volw.,
3600,GENK,R,Jongeren -21,
3600,Genk,S,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,II,Jongeren -18,
3670,Oudsbergen,CL3,Jongeren -18,
3670,Oudsbergen,CL3,Jongeren -18,
3570,Alken,KK,Volwassene,
3721,VLIERMAALROOT,S,Volwassene,
3583,Beringen,R,Volwassene,
2370,Arendonk,T,Volwassene,
3590,DIEPENBEEK,C,Volwassene,
3590,DIEPENBEEK,C,Volwassene,
3640,KINROOI,R,Volwassene,
3680,MAASEIK,CC,Volwassene,
3600,GENK,QQ,Volwassene,
3580,BERINGEN,KK,Volwassene,
3581,BEVERLO,KK,Volwassene,
3700,TONGEREN,S,Volwassene,
9170,Sint-gillis-waas,FF,Volwassene,
3660,Oudsbergen,T,Volwassene,
3900,Overpelt,S,Volwassene,
3680,NEEROETEREN,JJ,Volwassene,
3680,NEEROETEREN,D,Volwassene,
3650,dilsen- stokkem,QQ,Volwassene,
3631,BOORSEM,FF,Volwassene,
3631,BOORSEM,FF,Jongeren -18,
3631,BOORSEM,FF,Volwassene,
3500,Hasselt,KK,NA Volw.,
3550,ZOLDER,KK,NA Volw.,
3620,GELLIK,CL2,Volwassene,
3500,Hasselt,BAOW,Minder validen,
3631,BOORSEM,FF,Volwassene,
3665,As,S,Volwassene,
3631,BOORSEM,FF,Jongeren -18,
3950,BOCHOLT,MM,Volwassene,
3950,KAULILLE,MM,Volwassene,
3910,NEERPELT,MM,Volwassene,
3910,NEERPELT,MM,Volwassene,
3530,HOUTHALEN,B,NA  Jong. -18,
3670,Oudsbergen,RR,Volwassene,
3700,PIRINGEN,SS,Volwassene,
3520,ZONHOVEN,R,Volwassene,
3630,EISDEN,KK,Volwassene,
9170,Sint-Gillis-Waas,FF,Volwassene,
2920,KALMTHOUT,C,Volwassene,
3900,Overpelt,S,NA Volw.,
3668,NIEL-BIJ-AS,I,Volwassene,
3550,Heusden-Zolder,R,Volwassene,
3990,GROTE-BROGEL,F,Volwassene,
3990,GROTE-BROGEL,F,Volwassene,
3660,Oudsbergen,BB,Volwassene,
3201,Langdorp,S,Volwassene,
3540,BERBROEK,S,Volwassene,
3840,KERNIEL,OO,Volwassene,
3630,VUCHT,MM,Volwassene,
3640,KINROOI,BB,NA Volw.,
3620,Lanaken,OO,Volwassene,
3560,LUMMEN,DD,Volwassene,
3680,OPOETEREN,B,Volwassene,
3500,Hasselt,S,Volwassene,
3560,LUMMEN,S,Volwassene,
3600,GENK,Q1,Volwassene,
2490,Balen,S,Volwassene,
3511,STOKROOIE,Q1,Volwassene,
3582,KOERSEL,H,Minder validen,
3960,BREE,BAOW,Minder validen,
3960,neerglabbeek,BAOW,Minder validen,
3600,GENK,BAOW,Minder validen,
3600,GENK,BAOW,Minder validen,
3600,GENK,BAOW,Minder validen,
3500,SINT-LAMBRECHTS-HERK,BAOW,Minder validen,
3583,Paal,BAOW,Minder validen,
3620,NEERHAREN,BAOW,Minder validen,
3600,GENK,BAOW,Minder validen,
3630,Maasmechelen,BAOW,Minder validen,
3600,GENK,BAOW,Minder validen,
3590,DIEPENBEEK,BAOW,Minder validen,
3650,ROTEM,EE,Minder validen,
3660,Oudsbergen,BAOW,Minder validen,
3740,Bilzen,T,NA Mindervalide,
3500,Hasselt,I,Volwassene,
3640,KINROOI,R,Volwassene,
3900,OVERPELT,I,Volwassene,
3600,Genk,O,Volwassene,
3600,Genk,O,Volwassene,
3600,Genk,O,Volwassene,
3600,Genk,O,Volwassene,
3630,OPGRIMBIE,RR,Volwassene,
3990,Grote-brogel,F,Volwassene,
3001,Heverlee,OO,Volwassene,
3600,GENK,OO,Volwassene,
3500,HASSELT,L,Jongeren -18,
3583,PAAL,QQ,Volwassene,
3560,LUMMEN,QQ,Volwassene,
3600,genk,S,Volwassene,
2440,GEEL,PP,Volwassene,
2440,GEEL,PP,Volwassene,
3730,Hoeselt,R,Volwassene,
3530,Houthalen,MM,Volwassene,
3950,Bocholt-Kaulille,MM,Volwassene,
3950,Kaulille,S,Jongeren -21,
3660,Oudsbergen,JJ,Volwassene,
3660,Oudsbergen,R,Jongeren -21,
3583,PAAL,CC,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,FF,Volwassene,
3990,Kleine-brogel,UU,Volwassene,
3570,Alken,HH,Volwassene,
3520,ZONHOVEN,LL,Jongeren -18,
3560,LUMMEN,DD,Volwassene,
3840,BOMMERSHOVEN,S,Volwassene,
3700,TONGEREN,HH,NA Volw.,
3500,Hasselt,S,Volwassene,
3940,Eksel,OO,Volwassene,
3582,KOERSEL,R,Volwassene,
1910,KAMPENHOUT,JJ,Volwassene,
3271,ZICHEM,UU,Jongeren -18,
3740,Bilzen,S,Volwassene,
3600,GENK,B,Volwassene,
3500,HASSELT,NN,Volwassene,
3530,HOUTHALEN,K,Volwassene,
3740,Bilzen,S,Volwassene,
3690,Zutendaal,S,Volwassene,
3770,Riemst,R,Volwassene,
3690,Zutendaal,JJ,Volwassene,
3621,REKEM,S,Volwassene,
3582,Beringen,O,Volwassene,
3630,MEESWIJK,RR,Volwassene,
3990,Peer,S,Volwassene,
3740,MOPERTINGEN,NN,Volwassene,
3940,HECHTEL-EKSEL,CC,Volwassene,
3742,Martenslinde,PP,Volwassene,
3742,Martenslinde,PP,Volwassene,
3500,Hasselt,JJ,Volwassene,
3740,Munsterbilzen,Z7,Volwassene,
3740,Munsterbilzen,Z7,Volwassene,
3740,Munsterbilzen,Z7,Volwassene,
3740,Munsterbilzen,Z7,Volwassene,
3690,Zutendaal,II,Volwassene,
3690,ZUTENDAAL,II,Jongeren -18,
3550,HEUSDEN,QQ,Jongeren -18,
3940,EKSEL,GG,Jongeren -18,
3940,EKSEL,GG,Jongeren -18,
3010,kessel-lo,BB,Volwassene,
3010,kessel-lo,L,Volwassene,
3010,kessel-lo,BB,Volwassene,
3010,kessel-lo,BB,Volwassene,
3010,kessel-lo,L,Volwassene,
3010,kessel-lo,BB,Volwassene,
3111,Wezemaal,KK,Volwassene,
3640,KINROOI,OO,Volwassene,
3620,Lanaken,I,Volwassene,
8400,OOSTENDE,I,Volwassene,
3940,Hechtel,EE,Kind (-12j),
3660,Oudsbergen,J,Volwassene,
3990,PEER,D,Volwassene,
2430,VORST,GG,Kind (-12j),
3600,GENK,TT,Volwassene,
5300,andenne,HH,Volwassene,
5300,andenne,HH,Volwassene,
3600,GENK,T,Jongeren -21,
3600,GENK,OO,Jongeren -18,
3600,GENK,OO,Volwassene,
3600,GENK,LL,Volwassene,
3600,GENK,LL,Volwassene,
3530,HOUTHALEN,KK,Jongeren -18,
3680,Opoeteren,GG,Volwassene,
3582,KOERSEL,DD,Jongeren -18,
3680,OPOETEREN,BB,Jongeren -18,
3631,BOORSEM,BB,Volwassene,
3680,MAASEIK,FF,Volwassene,
3590,DIEPENBEEK,QQ,Volwassene,
3600,GENK,D,Jongeren -18,
3740,Beverst,JJ,Minder validen,
3790,SINT-MARTENS-VOEREN,RR,Volwassene,
3740,BILZEN,JJ,Volwassene,
3945,HAM,MM,Volwassene,
3770,Riemst,CC,Volwassene,
3670,Oudsbergen,C,Jongeren -18,
3580,Beringen,RR,Volwassene,
3721,VLIERMAALROOT,EE,Volwassene,
3730,SINT-HUIBRECHTS-HERN,CC,Jongeren -18,
3910,SINT-HUIBRECHTS-LILLE,J,Volwassene,
2440,Geel,II,Volwassene,
3660,Oudsbergen,CC,Jongeren -18,
3960,Bree,DD,Jongeren -18,
3520,Zonhoven,K,Volwassene,
3960,BREE,DD,Jongeren -18,
3530,Houthalen,FF,Volwassene,
3600,GENK,CC,Volwassene,
3730,HOESELT,CL2,Volwassene,
3730,HOESELT,CL2,Volwassene,
3530,HOUTHALEN,QQ,Jongeren -18,
3680,NEEROETEREN,T,Volwassene,
3520,ZONHOVEN,DD,Jongeren -18,
3511,KURINGEN,SS,Jongeren -18,
3600,GENK,GG,Jongeren -18,
3670,Oudsbergen,T,Kind (-12j),
3740,BEVERST,N,Volwassene,
3730,hoeselt,Q1,NA Volw.,
3293,Kaggevinne,LL,Volwassene,
3293,Kaggevinne,LL,Volwassene,
3293,Kaggevinne,LL,Volwassene,
3293,Kaggevinne,LL,Volwassene,
3600,Genk,OO,Volwassene,
3600,GENK,OO,Volwassene,
3660,Oudsbergen,OO,Volwassene,
3202,RILLAAR,GG,Volwassene,
3202,RILLAAR,GG,Volwassene,
3560,LUMMEN,R,Volwassene,
3540,BERBROEK,BB,Volwassene,
3540,BERBROEK,BB,Volwassene,
3540,BERBROEK,BB,Jongeren -18,
3722,WINTERSHOVEN,R,Jongeren -21,
3722,WINTERSHOVEN,R,Jongeren -21,
3870,MECHELEN-BOVELINGEN,FF,Volwassene,
3900,OVERPELT,BB,Jongeren -18,
3740,Beverst,S,Volwassene,
3900,OVERPELT,I,Volwassene,
3540,Herk-de-Stad,DD,Volwassene,
3530,HOUTHALEN,OO,Kind (-12j),
3830,WELLEN,M,Volwassene,
3620,Veldwezelt,S,Volwassene,
3700,KONINKSEM,JJ,Jongeren -18,
3700,KONINKSEM,JJ,Volwassene,
3600,GENK,U,Jongeren -21,
2370,ARENDONK,KK,Volwassene,
2370,Arendonk,KK,Volwassene,
3020,Herent,JJ,Volwassene,
3670,Oudsbergen,LL,Volwassene,
3670,Oudsbergen,LL,Volwassene,
3530,Houthalen,HH,Volwassene,
3550,Zolder,HH,Volwassene,
3590,DIEPENBEEK,T,Jongeren -21,
3740,HEES,SS,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,II,Volwassene,
3540,BERBROEK,K,Volwassene,
3540,BERBROEK,K,Volwassene,
3545,Halen,R,Volwassene,
3620,NEERHAREN,II,Jongeren -18,
3665,AS,KK,Jongeren -18,
3290,SCHAFFEN,M,Jongeren -18,
3600,Genk,R,Volwassene,
3470,KORTENAKEN,RR,Volwassene,
3740,KLEINE-SPOUWEN,II,Volwassene,
3600,Genk,C,Volwassene,
3530,HOUTHALEN,G,Volwassene,
3530,HOUTHALEN,G,Jongeren -18,
3900,OVERPELT,C,Jongeren -18,
3900,OVERPELT,C,Jongeren -18,
3960,Bree,U,Jongeren -21,
3830,WELLEN,M,Volwassene,
3600,GENK,K,Jongeren -18,
3830,WELLEN,M,Volwassene,
3620,LANAKEN,NN,Volwassene,
3910,Pelt,J,Kind (-12j),
3640,KINROOI,Q1,Jongeren -21,
3650,rotem,O,Volwassene,
3950,KAULILLE,S,Jongeren -21,
3660,Oudsbergen,H,Volwassene,
3950,BOCHOLT,HH,Jongeren -18,
3520,Zonhoven,I,Volwassene,
3520,ZONHOVEN,I,Volwassene,
3910,NEERPELT,E,Volwassene,
3910,PELT,E,Volwassene,
3600,GENK,EE,Volwassene,
3730,HOESELT,M,Volwassene,
3540,Berbroek,BAOW,Minder validen,
3680,Neeroeteren,SS,Jongeren -18,
3660,Oudsbergen,I,Volwassene,
3840,BROEKOM,J,Kind (-12j),
3630,LEUT,II,Jongeren -18,
As3665,Limburg,Z1,Volwassene,
3980,Tessenderlo,LL,Volwassene,
3980,Tessenderlo,LL,Volwassene,
3980,Tessenderlo,LL,Volwassene,
3980,Tessenderlo,LL,Jongeren -18,
3440,Zoutleeuw ,T,Volwassene,
3500,Hasselt,M,Volwassene,
3650,STOKKEM,R,Jongeren -21,
3950,BOCHOLT,R,Volwassene,
3680,MAASEIK,GG,Volwassene,
3140,KEERBERGEN,BB,Volwassene,
3680,Maaseik,Q1,Jongeren -21,
3850,BINDERVELD,OO,Volwassene,
3500,HASSELT,L,Volwassene,
3500,HASSELT,L,Jongeren -18,
3600,GENK,JJ,Volwassene,
3665,As,DD,Jongeren -18,
3550,ZOLDER,L,Jongeren -18,
3690,ZUTENDAAL,TT,Jongeren -18,
3600,GENK,TT,Jongeren -18,
3600,GENK,TT,Jongeren -18,
3690,ZUTENDAAL,TT,Jongeren -18,
3500,Hasselt,NN,Jongeren -18,
3211,BINKOM,II,Volwassene,
3500,Hasselt,Q1,Volwassene,
3960,TONGERLO,S,Volwassene,
3640,Kinrooi,NN,Volwassene,
3520,ZONHOVEN,JJ,Jongeren -18,
3600,GENK,S,Volwassene,
3570,Alken,OO,Volwassene,
3620,VELDWEZELT,L,Volwassene,
3590,Diepenbeek,EE,Volwassene,
3590,DIEPENBEEK,EE,Jongeren -18,
3590,DIEPENBEEK,EE,Volwassene,
3631,Boorsem,FF,Volwassene,
3530,HOUTHALEN,FF,Volwassene,
3670,Oudsbergen,FF,Volwassene,
3600,GENK,Z3,Volwassene,
3600,Genk,T,Jongeren -21,
3530,HOUTHALEN,RR,Jongeren -18,
3590,DIEPENBEEK,T,NA Jongeren -21,
3660,Oudsbergen,UU,NA Volw.,
3770,Membruggen,E,NA  Jong. -18,
3670,Oudsbergen,DD,Jongeren -18,
3721,Vliermaalroot,LL,Jongeren -18,
3660,Oudsbergen,PP,Jongeren -18,
3630,OPGRIMBIE,JJ,Volwassene,
3724,VLIERMAAL,I,Volwassene,
3680,NEEROETEREN,M,Volwassene,
3910,Neerpelt,J,Volwassene,
3500,Hasselt,KK,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,FF,Minder validen,
3668,Niel-bij-as,CC,Volwassene,
3950,Bocholt,II,Volwassene,
3740,Bilzen,S,Volwassene,
3550,HEUSDEN,FF,Volwassene,
3660,Oudsbergen,DD,Volwassene,
3600,GENK,S,Volwassene,
3940,Hechtel-Eksel,HH,Volwassene,
3454,Rummen ,R,Volwassene,
3620,LANAKEN,S,Volwassene,
3740,KLEINE-SPOUWEN,N,Volwassene,
3680,OPOETEREN,B,Volwassene,
3630,Opgrimbie,JJ,Volwassene,
3660,Oudsbergen,S,Volwassene,
3740,EIGENBILZEN,S,Jongeren -21,
2275,Wechelderzande,C,Volwassene,
3680,NEEROETEREN,MM,Volwassene,
3500,HASSELT,KK,Volwassene,
3940,HECHTEL-EKSEL,TT,Volwassene,
3620,LANAKEN,T,Volwassene,
3960,Bree,OO,Volwassene,
3390,Sint-Joris-Winge,C,Volwassene,
3950,Bocholt,QQ,Volwassene,
3920,LOMMEL,TT,Volwassene,
3740,MUNSTERBILZEN,Q1,Volwassene,
3550,HEUSDEN,TT,Volwassene,
3900,Overpelt,S,Volwassene,
3590,Diepenbeek,DD,Volwassene,
3600,Genk,HH,Volwassene,
3600,GENK,R,Volwassene,
3520,ZONHOVEN,HH,NA Volw.,
3520,ZONHOVEN,HH,NA Volw.,
3520,Zonhoven,B,Volwassene,
3980,TESSENDERLO,CC,Volwassene,
3545,Halen,EE,Volwassene,
3740,WALTWILDER,FF,Jongeren -18,
2140,Borgerhout,R,Volwassene,
3940,HECHTEL,OO,Volwassene,
3740,Munsterbilzen,R,Volwassene,
2450,MEERHOUT,R,Volwassene,
3980,Tessenderlo,T,Volwassene,
3200,AARSCHOT,S,Volwassene,
3530,Houthalen,QQ,Volwassene,
3600,Genk,R,Volwassene,
3473,WAANRODE,S,Volwassene,
3590,Diepenbeek,II,Volwassene,
3590,Diepenbeek,NN,Volwassene,
3590,Diepenbeek,NN,Volwassene,
3600,GENK,C,Volwassene,
3900,OVERPELT,KK,Volwassene,
3900,OVERPELT,II,Volwassene,
3583,PAAL,RR,Volwassene,
3650,Dilsen-Stokkem,LL,Volwassene,
3665,As,I,Volwassene,
3850,KOZEN,RR,Volwassene,
3078,EVERBERG,HH,Volwassene,
3740,KLEINE-SPOUWEN,RR,Volwassene,
3545,HALEN,II,Scheids. +18,
3960,Bree,Z5,NA Volw.,
3910,Neerpelt,R,Volwassene,
3740,MUNSTERBILZEN,U,NA Volw.,
3600,Genk,T,Volwassene,
3960,BREE,S,Volwassene,
3620,Veldwezelt,MM,Volwassene,
3600,GENK,S,Volwassene,
3511,KURINGEN,M,Volwassene,
3650,DILSEN-STOKKEM,R,Volwassene,
3660,Oudsbergen,S,Volwassene,
3680,OPOETEREN,QQ,Volwassene,
3560,LINKHOUT,BAOW,Minder validen,
3950,KAULILLE,S,Volwassene,
3581,Beverlo,R,Volwassene,
3621,Rekem,UU,Volwassene,
3680,Neeroeteren,T,Volwassene,
3680,Neeroeteren,Q1,Volwassene,
3670,Oudsbergen,DD,Volwassene,
3680,Maaseik,CC,Jongeren -18,
3600,GENK,MM,Volwassene,
3600,GENK,MM,Volwassene,
3500,HASSELT,NN,Volwassene,
3800,ZEPPEREN,TT,Jongeren -18,
3800,ZEPPEREN,TT,Jongeren -18,
3600,GENK,LL,Jongeren -18,
3221,NIEUWRODE,B,Volwassene,
3621,REKEM,M,Volwassene,
3920,LOMMEL,J,Volwassene,
3500,HASSELT,FF,Volwassene,
3500,HASSELT,FF,Volwassene,
3670,Oudsbergen,T,Volwassene,
3740,BILZEN,H,Volwassene,
3950,REPPEL,E,Volwassene,
3530,Houthalen-helchteren,OO,Volwassene,
9950,WAARSCHOOT,R,Volwassene,
3600,GENK,CL3,Jongeren -18,
3660,Oudsbergen,CC,Volwassene,
3680,Neeroeteren,T,Volwassene,
3840,borgloon,T,NA Volw.,
2930,BRASSCHAAT,PP,Volwassene,
3850,KOZEN,R,Volwassene,
3740,WALTWILDER,T,Jongeren -21,
3730,HOESELT,CL2,Volwassene,
3600,GENK,S,Volwassene,
9981,Sint-Margriete,II,Volwassene,
3660,Oudsbergen,GG,Volwassene,
3660,Oudsbergen,GG,Volwassene,
3980,Tessenderlo,QQ,Volwassene,
3740,Eigenbilzen,Q1,Volwassene,
3500,Hasselt,R,Volwassene,
3530,Houthalen,RR,NA Volw.,
3221,NIEUWRODE,B,Volwassene,
3550,HEUSDEN,S,Volwassene,
3680,Neeroeteren,BB,Volwassene,
3832,ULBEEK,M,Volwassene,
3720,Kortessem,GG,Volwassene,
3720,Kortessem,GG,Jongeren -18,
3631,UIKHOVEN,O,Volwassene,
3950,BOCHOLT,I,Volwassene,
3650,ROTEM,BB,Volwassene,
3650,ROTEM,BB,Jongeren -18,
3680,Maaseik,BB,Volwassene,
3980,Tessenderlo,S,Volwassene,
3560,LINKHOUT,BAOW,Minder validen,
3630,MECHELEN-AAN-DE-MAAS,JJ,Volwassene,
3590,Diepenbeek,FF,Minder validen,
3980,Tessenderlo,CC,Volwassene,
3530,HOUTHALEN,E,Volwassene,
3950,BOCHOLT,T,Volwassene,
3724,VLIERMAAL,I,Jongeren -18,
3545,HALEN,II,Jongeren -18,
3545,HALEN,II,Volwassene,
3511,Kuringen,HH,Volwassene,
3511,KURINGEN,HH,Volwassene,
3665,AS,B,NA Volw.,
3530,Houthalen,T,Jongeren -21,
3201,LANGDORP,LL,Volwassene,
3600,Genk,H,Volwassene,
3600,GENK,H,Volwassene,
3550,HEUSDEN,II,Volwassene,
3730,HOESELT,BB,Volwassene,
2490,BALEN,FF,Volwassene,
3600,GENK,NN,Jongeren -18,
3600,GENK,C,Volwassene,
3020,Herent,S,Volwassene,
2370,ARENDONK,I,Volwassene,
3384,ATTENRODE,JJ,Volwassene,
1000,BRUSSEL,Z1,Volwassene,
3940,Hechtel,KK,Volwassene,
3581,Beverlo,Z2,Volwassene,
3900,OVERPELT,H,Volwassene,
3700,TONGEREN,S,Jongeren -21,
3740,Rosmeer,C,Volwassene,
2380,Ravels,T,Volwassene,
3511,Tuilt,R,NA Volw.,
3950,Bocholt,SS,Volwassene,
3830,Wellen,LL,Volwassene,
3545,HALEN,OO,Volwassene,
3600,GENK,MM,Volwassene,
9120,VRASENE,QQ,Volwassene,
3620,Veldwezelt,CC,Jongeren -18,
3582,KOERSEL,UU,Volwassene,
3550,HEUSDEN-ZOLDER,S,Volwassene,
3910,Pelt,Q1,Volwassene,
3730,HOESELT,CC,Volwassene,
3600,Genk,T,Volwassene,
3600,GENK,R,Volwassene,
3721,Vliermaalroot,I,Volwassene,
3945,Ham,Q1,Volwassene,
3583,Paal-Beringen,S,Volwassene,
3950,Bocholt,T,Volwassene,
2400,Mol,I,Volwassene,
2400,MOL,I,Volwassene,
3560,LUMMEN,T,Volwassene,
3900,Overpelt,TT,Volwassene,
3680,Neeroeteren,R,Volwassene,
9900,EEKLO,R,NA Volw.,
2600,BERCHEM (ANTWERPEN),R,Volwassene,
3630,Maasmechelen,QQ,Volwassene,
3510,KERMT,II,Jongeren -18,
3530,HELCHTEREN,R,Volwassene,
3640,Molenbeersel,S,Volwassene,
3500,HASSELT,H,Volwassene,
3020,Herent,Q1,Volwassene,
3500,HASSELT,H,Jongeren -18,
3660,Oudsbergen,UU,Volwassene,
3510,KERMT,II,Volwassene,
3940,HECHTEL,I,Volwassene,
3600,GENK,UU,Volwassene,
3950,Kaulille,T,Volwassene,
3650,Dilsen-Stokkem ,S,Volwassene,
3620,LANAKEN,NN,Minder validen,
3560,Linkhout,T,Volwassene,
3960,OPITTER,D,Volwassene,
9112,Sinaai-waas,T,Volwassene,
3960,OPITTER,E,Volwassene,
3582,KOERSEL,NN,Volwassene,
3600,GENK,II,Volwassene,
2322,Minderhout,TT,Volwassene,
2235,Westmeerbeek,Q1,Volwassene,
3660,Oudsbergen,T,Volwassene,
3980,TESSENDERLO,L,Volwassene,
3910,Neerpelt,D,Volwassene,
3600,GENK,F,Volwassene,
3600,GENK,F,Volwassene,
3582,Koersel,O,Volwassene,
8480,Eernegem,SS,Volwassene,
3010,Kessel-Lo,OO,NA Volw.,
3600,GENK,LL,Jongeren -18,
3900,OVERPELT,KK,Volwassene,
3600,GENK,LL,Jongeren -18,
3271,AVERBODE,PP,NA Volw.,
3590,DIEPENBEEK,UU,Volwassene,
3530,HOUTHALEN,OO,NA Volw.,
3650,Dilsen-stokkem,RR,Volwassene,
3511,Kuringen,OO,Volwassene,
3940,HECHTEL,R,Volwassene,
3583,PAAL,GG,Volwassene,
3510,KERMT,O,Volwassene,
3740,MUNSTERBILZEN,SS,Volwassene,
3680,NEEROETEREN,R,Volwassene,
3950,KAULILLE,BB,Volwassene,
3560,LUMMEN,FF,Volwassene,
3530,HOUTHALEN-HELCHTEREN,R,Volwassene,
3950,Bocholt,R,Jongeren -21,
3530,HOUTHALEN,TT,Volwassene,
3530,HOUTHALEN,TT,Volwassene,
